Id,abstract,authors,category,date,link,primary_subject,subjects,title
arXiv:1907.00052,"  Micro- and nano-resonators have important applications including sensing,
navigation, and biochemical detection. Their performance is quantified using
the quality factor $Q$, which gives the ratio of the energy stored to the
energy dissipated per cycle. Metallic glasses are a promising materials class
for micro- and nano-scale resonators since they are amorphous and can be
fabricated precisely into complex shapes on these lengthscales. To understand
the intrinsic dissipation mechanisms that ultimately limit large $Q$-values in
metallic glasses, we perform molecular dynamics simulations to model metallic
glass resonators subjected to bending vibrations. We calculate the vibrational
density of states, redistribution of energy from the fundamental mode of
vibration, and $Q$ versus the kinetic energy per atom $K$ of the excitation. In
the linear and nonlinear response regimes where there are no atomic
rearrangements, we find that $Q \rightarrow \infty$ (since we do not consider
coupling to the environment). We identify a characteristic $K_r$ above which
atomic rearrangements occur, and there is significant energy leakage from the
fundamental mode to higher frequencies, causing finite $Q$. Thus, $K_r$ is a
critical parameter determining resonator performance. We show that $K_r$
decreases as a power-law, $K_r\sim N^{-k},$ with increasing system size $N$,
where $k \approx 1.3$. We estimate the critical strain $\langle \gamma_r
\rangle \sim 10^{-8}$ for micron-sized resonators below which atomic
rearrangements do not occur, and thus large $Q$-values can be obtained when
they are operated below $\gamma_r$. We find that $K_r$ for amorphous resonators
is comparable to that for resonators with crystalline order.
","Meng Fan,Aya Nawano,Jan Schroers,Mark D. Shattuck,Corey S. O'Hern",Condensed Matter,"Fri, 28 Jun 2019 19:43:47 UTC (5,945 KB)",https://arxiv.org/pdf/1907.00052.pdf,Materials Science (cond-mat.mtrl-sci),Materials Science (cond-mat.mtrl-sci),Intrinsic dissipation mechanisms in metallic glass resonators
arXiv:1907.00053,"  Biological regulatory networks depend upon chemical interactions to process
information. Engineering such molecular computing systems is a major challenge
for synthetic biology and related fields. The chemical reaction network (CRN)
model idealizes chemical interactions, allowing rigorous reasoning about
computational power of chemical kinetics. Here we focus on function computation
with CRNs, where we think of the initial concentrations of some species as the
input and the equilibrium concentration of another species as the output.
Specifically, we are concerned with CRNs that are rate-independent (the
computation must be correct independent of the reaction rate law) and
composable ($f \circ g$) can be computed by concatenating the CRNs computing
$f$ and $g$). Rate independence and composability are important engineering
desiderata, permitting implementations that violate mass-action kinetics, or
even ""well-mixedness"", and allowing the systematic construction of complex
computation via modular design. We show that to construct composable
rate-independent CRNs, it is necessary and sufficient to ensure that the output
species of a module is not areactant in any reaction within the module. We then
exactly characterize the functions computable by such CRNs as
superadditive,positive-continuous, and piecewise rational linear. Thus
composability severely limits rate-independent computation unless more
sophisticated input/output encodings are used.
","Cameron Chalk,Niels Kornerup,Wyatt Reeves,David Soloveichik",Computer Science,"Thu, 27 Jun 2019 00:20:11 UTC (56 KB)",https://arxiv.org/pdf/1907.00053.pdf,Emerging Technologies (cs.ET),"Distributed, Parallel, and Cluster Computing (cs.DC)",Composable Rate-Independent Computation in Continuous Chemical Reaction Networks
arXiv:1907.00054,"  In this paper, we study the influence of topological and noninertial effects
on a Dirac particle confined in an Aharonov-Bohm (AB) ring. Next, we explicitly
determine the Dirac spinor and the energy spectrum for the relativistic bound
states. We observe that this spectrum depends on the quantum number $n$,
magnetic flux $\Phi$ of the ring, angular velocity $\omega$ associated to the
noninertial effects of a rotating frame, and on the deficit angle $\eta$
associated to the topological effects of a cosmic string. We verified that this
spectrum is a periodic function and grows in values as a function of $n$,
$\Phi$, $\omega$, and $\eta$. In the nonrelativistic limit, we obtain the
equation of motion for the particle, where now the topological effects are
generated by a conic space. However, unlike relativistic case, the spectrum of
this equation depends linearly on the velocity $\omega$ and decreases in values
as a function of $\omega$. Comparing our results with other works, we note that
our problem generalizes some particular cases of the literature. For instance,
in the absence of the topological and noninertial effects ($\eta=1$ and
$\omega=0$) we recover the usual spectrum of a particle confined in an AB ring
($\Phi\neq{0}$) or in an 1D quantum ring ($\Phi=0$).
",R. R. S. Oliveira,High Energy Physics - Theory,"Tue, 17 Sep 2019 22:01:49 UTC (12 KB)",https://arxiv.org/pdf/1907.00054.pdf,High Energy Physics - Theory (hep-th),Quantum Physics (quant-ph),Topological and noninertial effects in an Aharonov-Bohm ring
arXiv:1907.00055,"  We present a large sample of new members of the Taurus star-forming region
that extend from stellar to planetary masses. To identify candidate members at
substellar masses, we have used color-magnitude diagrams and proper motions
measured with several wide-field optical and infrared (IR) surveys. At stellar
masses, we have considered the candidate members that were found in a recent
analysis of high-precision astrometry from the Gaia mission. Using new and
archival spectra, we have measured spectral types and assessed membership for
these 161 candidates, 79 of which are classified as new members. Our updated
census of Taurus now contains 519 known members. According to Gaia data, this
census should be nearly complete for spectral types earlier than M6-M7 at
A_J<1. For a large field encompassing ~72% of the known members, the census
should be complete for K<15.7 at A_J<1.5, which corresponds to ~5-13 M_Jup for
ages of 1-10 Myr based on theoretical evolutionary models. Our survey has
doubled the number of known members at greater or equal to M9 and has uncovered
the faintest known member in M_K, which should have a mass of ~3-10 M_Jup for
ages of 1-10 Myr. We have used mid-IR photometry from the Spitzer Space
Telescope and the Wide-field Infrared Survey Explorer to determine whether the
new members exhibit excess emission that would indicate the presence of
circumstellar disks. The updated disk fraction for Taurus is ~0.7 at less than
or equal to M3.5 and ~0.4 at >M3.5.
","T. Esplin,K. Luhman",Astrophysics,"Fri, 28 Jun 2019 19:46:33 UTC (2,064 KB)",https://arxiv.org/pdf/1907.00055.pdf,Solar and Stellar Astrophysics (astro-ph.SR),Earth and Planetary Astrophysics (astro-ph.EP); Astrophysics of Galaxies (astro-ph.GA),A Survey for New Members of Taurus from Stellar to Planetary Masses
arXiv:1907.00056,"  A circular de Bruijn sequence of order $n$ in an alphabet of $k$ symbols is a
sequence in which each sequence of length $n$ occurs exactly once. In this work
we show that for each circular de Bruijn sequence $v$ of order $n$ in an
alphabet of $k$ symbols there is another circular de Bruijn sequence $w$ also
of order $n$ in an alphabet with one more symbol, that is an alphabet of $k +
1$ symbols, such that $v$ is a subsequence of $w$ and in between any two
successive occurrences of the new symbol in $w$ there are at most $n + 2k-2$
consecutive symbols of $v$. We give an algorithm that receives as input such a
sequence $v$ and outputs a sequence $w$. We also give a much faster algorithm
that receives as input such a sequence $v$ and outputs a sequence $w$, but the
new symbol may not be evenly spread out.
","Verónica Becher,Lucas Cortés",Computer Science,"Fri, 28 Jun 2019 19:54:52 UTC (1,230 KB)",https://arxiv.org/pdf/1907.00056.pdf,Discrete Mathematics (cs.DM),Combinatorics (math.CO),Extending de Bruijn sequences to larger alphabets
arXiv:1907.00057,"  Models which include domain constraints occur in myriad contexts such as
econometrics, genomics, and environmetrics, though simulating from constrained
distributions can be computationally expensive. In particular, repeated
sampling from constrained distributions is a common task in Bayesian
inferential methods, where coping with these constraints can cause troublesome
computational burden. Here, we introduce computationally efficient methods to
make exact and independent draws from both the multivariate normal and Wishart
distributions with box constraints. In both cases, these variables are sampled
using a direct algorithm. By substantially reducing computing time, these new
algorithms improve the feasibility of Monte Carlo-based inference for
box-constrained, multivariate normal and Wishart distributions.
","Hillary Koch,Gregory P. Bopp",Statistics,"Fri, 28 Jun 2019 19:56:31 UTC (1,270 KB)",https://arxiv.org/pdf/1907.00057.pdf,Computation (stat.CO),Computation (stat.CO),Fast and Exact Simulation of Multivariate Normal and Wishart Random Variables with Box Constraints
arXiv:1907.00058,"  Quantification of anatomical shape changes still relies on scalar global
indexes which are largely insensitive to regional or asymmetric modifications.
Accurate assessment of pathology-driven anatomical remodeling is a crucial step
for the diagnosis and treatment of heart conditions. Deep learning approaches
have recently achieved wide success in the analysis of medical images, but they
lack interpretability in the feature extraction and decision processes. In this
work, we propose a new interpretable deep learning model for shape analysis. In
particular, we exploit deep generative networks to model a population of
anatomical segmentations through a hierarchy of conditional latent variables.
At the highest level of this hierarchy, a two-dimensional latent space is
simultaneously optimised to discriminate distinct clinical conditions, enabling
the direct visualisation of the classification space. Moreover, the anatomical
variability encoded by this discriminative latent space can be visualised in
the segmentation space thanks to the generative properties of the model, making
the classification task transparent. This approach yielded high accuracy in the
categorisation of healthy and remodelled hearts when tested on unseen
segmentations from our own multi-centre dataset as well as in an external
validation set. More importantly, it enabled the visualisation in
three-dimensions of the most discriminative anatomical features between the two
conditions. The proposed approach scales effectively to large populations,
facilitating high-throughput analysis of normal anatomy and pathology in
large-scale studies of volumetric imaging.
","Carlo Biffi,Juan J. Cerrolaza,Giacomo Tarroni,Wenjia Bai,Ozan Oktay,Loic Le Folgoc,Konstantinos Kamnitsas,Antonio de Marvao,Georgia Doumou,Jinming Duan,Sanjay K. Prasad,Stuart A. Cook,Declan P. O'Regan,Daniel Rueckert",Electrical Engineering and Systems Science,"Fri, 28 Jun 2019 19:58:08 UTC (6,815 KB)",https://arxiv.org/pdf/1907.00058.pdf,Image and Video Processing (eess.IV),Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG),Explainable Shape Analysis through Deep Hierarchical Generative Models: Application to Cardiac Remodeling
arXiv:1907.00059,"  Fano resonance is a unique feature of interacting quantum systems, exhibiting
resonance shapes distinctively different from conventional symmetric resonance
curves. Recently, Fano resonances have been found in plasmonic nanoparticles,
photonic crystals, and electromagnetic metamaterials. Here we report Fano-like
photoluminiscence curves in nanodiamond solutions as a result of incoherent
combination of two or more scattering and fluorescence processes. We argue
that, analogously to Fano resonances, the steep asymmetric dispersion of the
photoluminiscence profile in nanodiamond solutions, in combination with
biologically-compatible spectral features characterizing nanodiamond
fluorescence, can find promising biometric applications in several areas such
as bio-sensors, bio-switches and bio-filters.
",G. Puentes,Physics,"Fri, 28 Jun 2019 20:06:39 UTC (318 KB)",https://arxiv.org/pdf/1907.00059.pdf,Applied Physics (physics.app-ph),Optics (physics.optics); Quantum Physics (quant-ph),Fano-like spectral features in nanodiamond solutions for biometric applications
arXiv:1907.00060,"  This paper develops the singular perturbation theory for a particular
discrete-time nonlinear system which models the saturating inductor buck
converter using cycle-by-cycle digital control.
","Xiaofan Cui,Al-Thaddeus Avestruz",Mathematics,"Fri, 28 Jun 2019 20:13:59 UTC (3,728 KB)",https://arxiv.org/pdf/1907.00060.pdf,Dynamical Systems (math.DS),Optimization and Control (math.OC),"Singular Perturbation Theory for a Finite-Dimensional, Discrete-Time Chi Nonlinear System"
arXiv:1907.00061,"  We consider acyclic r-colorings in graphs and digraphs: they color the
vertices in r colors, each of which induces an acyclic graph or digraph. (This
includes the dichromatic number of a digraph, and the arboricity of a graph.)
For any girth and sufficiently high degree, we prove the NP-completeness of
acyclic r-colorings; our method also implies the known analogue for classical
colorings. The proofs use high girth graphs with high arboricity and
dichromatic numbers. High girth graphs and digraphs with high chromatic and
dichromatic numbers have been well studied; we re-derive the results from a
general result about relational systems, which also implies the similar fact
about high girth and high arboricity used in the proofs. These facts concern
graphs and digraphs of high girth and low degree; we contrast them by
considering acyclic colorings of tournaments (which have low girth and high
degree). We prove that even though acyclic two-colorability of tournaments is
known to be NP-complete, random acyclically r-colorable tournaments allow
recovering an acyclic r-coloring in deterministic linear time, with high
probablity.
","Tom\' as Feder,Pavol Hell,Carlos Subi",Computer Science,"Fri, 28 Jun 2019 20:15:07 UTC (13 KB)",https://arxiv.org/pdf/1907.00061.pdf,Discrete Mathematics (cs.DM),Combinatorics (math.CO),Complexity of acyclic colorings of graphs and digraphs with degree and girth constraints
arXiv:1907.00062,"  We live in an era of big data and rich data visualization. As data sets
increase in size, browser-based interactive visualizations eventually hit
limits in storage and processing capacity. In order to provide interactivity
over large datasets, visualization applications typically need to be
extensively rewritten to make use of powerful back-end services. It would be
far preferable if front-end developers could write visualizations once in a
natural way, and have a framework take responsibility for transparently scaling
up the visualization to use back-end services as needed. Achieving this goal
requires rethinking how communication and state are managed by the framework:
the mapping of interaction logic to server APIs or database queries, handling
of results arriving asynchronously over the network, as well as basic
cross-layer performance optimizations like caching.
,In this paper, we present DIEL, a framework that achieves this cross-layer
autoscaling transparently under a simple, declarative interface. DIEL treats UI
events as a stream of data that is captured in an event history for reuse.
Developers declare what the state of the interface should be after the arrival
of events. DIEL compiles these declarative specifications into relational
queries over both event history and the data to be visualized. In doing so,
DIEL makes it easier to develop visualizations that are robust against changes
to the size and location of data. To evaluate the DIEL framework, we developed
a prototype implementation and confirmed that DIEL supports a range of
visualization and interaction designs. Visualizations written using DIEL can
transparently and seamlessly scale to use back-end services with little
intervention from the developer.
","Yifan Wu,Remco Chang,Eugene Wu,Joseph M. Hellerstein",Computer Science,"Fri, 28 Jun 2019 20:24:40 UTC (14,307 KB)",https://arxiv.org/pdf/1907.00062.pdf,Databases (cs.DB),Human-Computer Interaction (cs.HC),DIEL: Transparent Scaling for Interactive Visualization
arXiv:1907.00063,"  We build upon probabilistic models for Boolean Matrix and Boolean Tensor
factorisation that have recently been shown to solve these problems with
unprecedented accuracy and to enable posterior inference to scale to Billions
of observation. Here, we lift the restriction of a pre-specified number of
latent dimensions by introducing an Indian Buffet Process prior over factor
matrices. Not only does the full factor-conditional take a computationally
convenient form due to the logical dependencies in the model, but also the
posterior over the number of non-zero latent dimensions is remarkably simple.
It amounts to counting the number false and true negative predictions, whereas
positive predictions can be ignored. This constitutes a very transparent
example of sampling-based posterior inference with an IBP prior and,
importantly, lets us maintain extremely efficient inference. We discuss
applications to simulated data, as well as to a real world data matrix with 6
Million entries.
","Tammo Rukat,Christopher Yau",Statistics,"Fri, 28 Jun 2019 20:28:18 UTC (41 KB)",https://arxiv.org/pdf/1907.00063.pdf,Machine Learning (stat.ML),Machine Learning (cs.LG),Bayesian Nonparametric Boolean Factor Models
arXiv:1907.00064,"  In numerical computations of response properties of electronic systems, the
standard model is Kohn-Sham density functional theory (KS-DFT). Here we
investigate the mathematical status of the simplest class of excitations in
KS-DFT, HOMO-LUMO excitations. We show using concentration-compactness
arguments that such excitations, i.e. excited states of the Kohn-Sham
Hamiltonian, exist for $Z>N$, where $Z$ is the total nuclear charge and $N$ is
the number of electrons. The result applies under realistic assumptions on the
exchange-correlation functional, which we verify explicitly for the widely used
PZ81 and PW92 functionals. By contrast, and somewhat surprisingly, we find
using a method of Glaser, Martin, Grosse, and Thirring \cite{glaser1976} that
in case of the hydrogen and helium atoms, excited states do not exist in the
neutral case $Z=N$ when the self-consistent KS ground state density is replaced
by a realistic but easier to analyze approximation (in case of hydrogen, the
true Schrödinger ground state density). Implications for interpreting minus
the HOMO eigenvalue as an approximation to the ionization potential are
indicated.
","Gero Friesecke,Benedikt Graswald",Physics,"Wed, 5 Jun 2019 20:24:27 UTC (402 KB)",https://arxiv.org/pdf/1907.00064.pdf,Chemical Physics (physics.chem-ph),Quantum Physics (quant-ph),Existence and nonexistence of HOMO-LUMO excitations in Kohn-Sham density functional theory
arXiv:1907.00065,"  Concentration quenching is a well-known challenge in many fluorescence
imaging applications. Here we show that the optical emission from hundreds of
chromophores confined onto the surface of a virus particle 28 nm diameter can
be recovered under pulsed irradiation. We have found that, as one increases the
number of chromophores tightly-bound to the virus surface, fluorescence
quenching ensues at first, but when the number of chromophores per particle is
nearing the maximum number of surface sites allowable, a sudden brightening of
the emitted light and a shortening of the excited state lifetime are observed.
This radiation brightening occurs only under short pulse excitation;
steady-state excitation is characterized by conventional concentration
quenching for any number of chromophores per particle. The observed suppression
of fluorescence quenching is consistent with efficient, collective relaxation
at room temperature. Interestingly, radiation brightening disappears when the
emitters' spatial and/or dynamic heterogeneity is increased, suggesting that
the template structural properties may play a role and opening a way towards
novel, virus-enabled imaging vectors that have qualitatively different optical
properties than state-of-the-art biophotonic agents.
","Irina B. Tsvetkova,Arathi Anil Sushma,Joseph C.-Y. Wang,William L. Schaich,Bogdan Dragnea",Physics,"Tue, 2 Jul 2019 21:16:16 UTC (2,564 KB)",https://arxiv.org/pdf/1907.00065.pdf,Applied Physics (physics.app-ph),Biological Physics (physics.bio-ph),Radiation Brightening from Virus-like Particles
arXiv:1907.00066,"  These are notes from an informal mini-course on factorization homology,
infinity-categories, and topological field theories. The target audience was
imagined to be graduate students who are not homotopy theorists.
","Araminta Amabel,Artem Kalmykov,Lukas Müller,Hiro Lee Tanaka",Mathematics,"Fri, 28 Jun 2019 20:39:13 UTC (231 KB)",https://arxiv.org/pdf/1907.00066.pdf,Algebraic Topology (math.AT),Mathematical Physics (math-ph); Quantum Algebra (math.QA); Representation Theory (math.RT),"Lectures on Factorization Homology, Infinity-Categories, and Topological Field Theories"
arXiv:1907.00067,"  We consider a forced oscillation and passage through resonance for an
infinite-length system with time-varying parameters possessing a single trapped
mode. The system is a string, lying on the Winkler foundation, and equipped
with a discrete linear mass-spring oscillator of time-varying stiffness. We
obtain the principal term of the asymptotic expansion for the resonant solution
describing the motion of the inclusion (i.e., the mass-spring oscillator). The
obtained result was verified by independent numerical calculations based on
solution of the corresponding PDE by means of the method of finite differences.
The comparison demonstrates a good mutual agreement in a neighbourhood of the
instant of resonance.
","Ekaterina V. Shishkina,Serge N. Gavrilov,Yulia A. Mochalova",Physics,"Thu, 22 Aug 2019 10:49:47 UTC (455 KB)",https://arxiv.org/pdf/1907.00067.pdf,Classical Physics (physics.class-ph),Classical Physics (physics.class-ph),Passage through resonance for a system with time-varying parameters possessing a single trapped mode: the principal term of the resonant solution
arXiv:1907.00068,"  Image registration is a fundamental step in medical image analysis. Ideally,
the transformation that registers one image to another should be a
diffeomorphism that is both invertible and smooth. Traditional methods like
geodesic shooting approach the problem via differential geometry, with
theoretical guarantees that the resulting transformation will be smooth and
invertible. Most previous research using unsupervised deep neural networks for
registration have used a local smoothness constraint (typically, a spatial
variation loss) to address the smoothness issue. These networks usually produce
non-invertible transformations with ``folding'' in multiple voxel locations,
indicated by a negative determinant of the Jacobian matrix of the
transformation. While using a loss function that specifically penalizes the
folding is a straightforward solution, this usually requires carefully tuning
the regularization strength, especially when there are also other losses. In
this paper we address this problem from a different angle, by investigating
possible training mechanisms that will help the network avoid negative
Jacobians and produce smoother deformations. We contribute two independent
ideas in this direction. Both ideas greatly reduce the number of folding
locations in the predicted deformation, without making changes to the
hyperparameters or the architecture used in the existing baseline registration
network.
",Dongyang Kuang,Computer Science,"Fri, 28 Jun 2019 20:42:12 UTC (4,916 KB)",https://arxiv.org/pdf/1907.00068.pdf,Computer Vision and Pattern Recognition (cs.CV),Image and Video Processing (eess.IV),On Reducing Negative Jacobian Determinant of the Deformation Predicted by Deep Registration Networks
arXiv:1907.00069,"  In this paper, a 1d convolutional neural network is designed for
classification tasks of leaves with centroid contour distance curve (CCDC) as
the single feature. With this classifier, simple feature as CCDC shows more
discriminating power than people thought previously. The same architecture can
also be applied for classifying 1 dimensional time series with little changes.
Experiments on some benchmark datasets shows this architecture can provide
classification accuracies that are higher than some existing methods. Code for
the paper is available at , Project.
",Dongyang Kuang,Computer Science,"Fri, 28 Jun 2019 20:44:16 UTC (559 KB)",https://arxiv.org/pdf/1907.00069.pdf,Computer Vision and Pattern Recognition (cs.CV),Image and Video Processing (eess.IV),A 1d convolutional network for leaf and time series classification
arXiv:1907.00070,"  We use Generalized Beta Prime distribution, also known as GB2, for fitting
response time distributions. This distribution, characterized by one scale and
three shape parameters, is incredibly flexible in that it can mimic behavior of
many other distributions. GB2 exhibits power-law behavior at both front and
tail ends and is a steady-state distribution of a simple stochastic
differential equation. We apply GB2 in contrast studies between two distinct
groups -- in this case children with dyslexia and a control group -- and show
that it provides superior fitting. We compare aggregate response time
distributions of the two groups for scale and shape differences (including
several scale-independent measures of variability, such as Hoover index), which
may in turn reflect on cognitive dynamics differences. In this approach,
response time distribution of an individual can be considered as a random
variate of that individual's group distribution.
","M. Dashti Moghaddam,Jiong Liu,John G. Holden,R. A. Serota",Quantitative Biology,"Fri, 28 Jun 2019 20:46:21 UTC (981 KB)",https://arxiv.org/pdf/1907.00070.pdf,Neurons and Cognition (q-bio.NC),Applications (stat.AP),Modeling Response Time Distributions with Generalized Beta Prime
arXiv:1907.00071,"  We propose a new tomographic estimator for the gravitational lensing
potential, based on a combination of intensity mapping (IM) and galaxy number
counts. The estimator can be written schematically as IM$\times$galaxy $-$
galaxy$\times$IM; this combination allows to greatly reduce the contamination
by density-density correlations, thus isolating the lensing signal. As a pure
cross-correlation estimator, it is additionally less susceptible to systematic
effects. We show that the new estimator strongly suppresses cosmic variance and
consequently improves the signal-to-noise ratio (SNR) for the detection of
lensing, especially on linear scales and intermediate redshifts. For cosmic
variance dominated surveys the SNR of our estimator is a factor 30 larger than
the SNR obtained from the correlation of galaxy number counts only. Shot noise
and interferometer noise reduce the SNR. For the specific example of DES
cross-correlated with HIRAX, the SNR is around 4, whereas for Euclid
cross-correlated with HIRAX it reaches 52. This corresponds to an improvement
of a factor 4-5 compared to the SNR from DES alone. For Euclid cross-correlated
with HIRAX the improvement with respect to Euclid alone strongly depends on the
redshift. We find that the improvement is particularly important for redshifts
below 1.6, where it reaches 5. This makes our estimator especially valuable to
test dark energy and modified gravity, that are expected to leave an impact at
low and intermediate redshifts.
","Mona Jalilvand,Elisabetta Majerotto,Camille Bonvin,Fabien Lacasa,Martin Kunz,Warren Naidoo,Kavilan Moodley",Astrophysics,"Fri, 2 Aug 2019 16:52:54 UTC (55 KB)",https://arxiv.org/pdf/1907.00071.pdf,Cosmology and Nongalactic Astrophysics (astro-ph.CO),Cosmology and Nongalactic Astrophysics (astro-ph.CO),A new estimator for gravitational lensing using galaxy and intensity mapping surveys
